,Angle,Intensity,class,pos,sample,search
527,39.9625,877.0,TiNb,798,19,max
528,40.5125,244.0,TiNb,820,19,min
529,41.2125,2634.0,TiNb,848,19,max
530,50.2375,16.0,TiNb,1209,19,min
531,54.0625,434.0,TiNb,1362,19,max
532,55.2625,31.0,TiNb,1410,19,min
533,57.0625,203.0,TiNb,1482,19,max
534,59.6125,17.0,TiNb,1584,19,min
535,63.9875,404.0,TiNb,1759,19,max
536,68.6125,17.0,TiNb,1944,19,min
537,71.6375,433.0,TiNb,2065,19,max
538,73.6625,24.0,TiNb,2146,19,min
539,77.2875,222.0,TiNb,2291,19,max
540,79.7875,33.0,TiNb,2391,19,min
541,20.2125,31.0,TiNb,8,20,min
542,21.1375,479.0,TiNb,45,20,max
543,22.0125,38.0,TiNb,80,20,min
544,24.8375,781.0,TiNb,193,20,max
545,25.5125,184.0,TiNb,220,20,min
546,26.1375,2020.0,TiNb,245,20,max
547,27.3125,38.0,TiNb,292,20,min
548,28.4125,184.0,TiNb,336,20,max
549,34.4875,11.0,TiNb,579,20,min
550,38.9875,221.0,TiNb,759,20,max
551,40.0375,16.0,TiNb,801,20,min
552,42.2875,106.0,TiNb,891,20,max
553,45.7125,10.0,TiNb,1028,20,min
554,49.0875,145.0,TiNb,1163,20,max
555,52.8875,5.0,TiNb,1315,20,min
556,56.4875,262.0,TiNb,1459,20,max
557,58.2125,14.0,TiNb,1528,20,min
558,63.4375,203.0,TiNb,1737,20,max
559,66.9625,10.0,TiNb,1878,20,min
560,69.3625,78.0,TiNb,1974,20,max
561,77.0625,5.0,TiNb,2282,20,min
562,28.01,7.0,TiNb,667,21,min
563,35.006,523.0,TiNb,1250,21,max
564,36.59,18.0,TiNb,1382,21,min
565,38.738,609.0,TiNb,1561,21,max
566,39.518,84.0,TiNb,1626,21,min
567,40.046,1188.0,TiNb,1670,21,max
568,46.19,8.0,TiNb,2182,21,min
569,52.826,290.0,TiNb,2735,21,max
570,54.554,13.0,TiNb,2879,21,min
571,56.054,145.0,TiNb,3004,21,max
572,60.458,9.0,TiNb,3371,21,min
573,62.846,252.0,TiNb,3570,21,max
574,64.79,7.0,TiNb,3732,21,min
575,70.382,392.0,TiNb,4198,21,max
576,72.974,9.0,TiNb,4414,21,min
577,76.094,184.0,TiNb,4674,21,max
578,76.766,27.0,TiNb,4730,21,min
579,77.21,109.0,TiNb,4767,21,max
580,78.482,12.0,TiNb,4873,21,min
581,32.618,8.0,TiNb,1051,22,min
582,38.678,3842.0,TiNb,1556,22,max
583,47.654,13.0,TiNb,2304,22,min
584,55.958,568.0,TiNb,2996,22,max
585,60.674,6.0,TiNb,3389,22,min
586,70.142,1078.0,TiNb,4178,22,max
587,73.61,10.0,TiNb,4467,22,min
588,20.534,11.0,TiNb,44,23,min
589,20.894,45.0,TiNb,74,23,max
590,26.546,8.0,TiNb,545,23,min
591,27.71,34.0,TiNb,642,23,max
592,30.722,5.0,TiNb,893,23,min
593,31.706,25.0,TiNb,975,23,max
594,34.922,3.0,TiNb,1243,23,min
595,37.082,65.0,TiNb,1423,23,max
596,37.922,35.0,TiNb,1493,23,min
597,38.702,575.0,TiNb,1558,23,max
598,40.322,5.0,TiNb,1693,23,min
599,42.902,36.0,TiNb,1908,23,max
600,47.342,0.0,TiNb,2278,23,min
601,55.982,36.0,TiNb,2998,23,max
602,57.71,0.0,TiNb,3142,23,min
603,70.19,156.0,TiNb,4182,23,max
604,71.738,1.0,TiNb,4311,23,min
605,78.95,23.0,TiNb,4912,23,max
606,79.706,1.0,TiNb,4975,23,min
607,33.8625,36.0,TiNb,554,24,min
608,39.8625,8446.0,TiNb,794,24,max
609,54.2375,23.0,TiNb,1369,24,min
610,57.0625,494.0,TiNb,1482,24,max
611,59.2625,16.0,TiNb,1570,24,min
612,71.2875,2120.0,TiNb,2051,24,max
613,77.0375,24.0,TiNb,2281,24,min
614,34.2125,15.0,TiNb,568,25,min
615,39.7875,1542.0,TiNb,791,25,max
616,42.4625,20.0,TiNb,898,25,min
617,44.0625,84.0,TiNb,962,25,max
618,50.6875,2.0,TiNb,1227,25,min
619,57.2125,60.0,TiNb,1488,25,max
620,62.0875,2.0,TiNb,1683,25,min
621,71.3375,235.0,TiNb,2053,25,max
622,74.2375,2.0,TiNb,2169,25,min
623,32.258,15.0,TiNb,1021,26,min
624,38.75,6555.0,TiNb,1562,26,max
625,46.634,7.0,TiNb,2219,26,min
626,56.054,778.0,TiNb,3004,26,max
627,60.71,5.0,TiNb,3392,26,min
628,70.238,798.0,TiNb,4186,26,max
629,75.242,7.0,TiNb,4603,26,min
630,33.3375,89.0,TiNb,533,27,min
631,38.7125,13229.0,TiNb,748,27,max
632,47.3375,55.0,TiNb,1093,27,min
633,55.9375,1470.0,TiNb,1437,27,max
634,59.5375,43.0,TiNb,1581,27,min
635,70.2125,3520.0,TiNb,2008,27,max
636,74.4125,52.0,TiNb,2176,27,min
637,30.35,12.0,TiNb,862,28,min
638,38.738,3524.0,TiNb,1561,28,max
639,54.41,11.0,TiNb,2867,28,min
640,56.018,243.0,TiNb,3001,28,max
641,63.254,9.0,TiNb,3604,28,min
642,70.226,461.0,TiNb,4185,28,max
643,77.306,9.0,TiNb,4775,28,min
644,29.925,16.0,TiZn,877,29,min
645,31.575,48.0,TiZn,943,29,max
646,40.475,7.0,TiZn,1299,29,min
647,53.425,31.0,TiZn,1817,29,max
648,53.85,13.0,TiZn,1834,29,min
649,55.575,38.0,TiZn,1903,29,max
650,58.6,7.0,TiZn,2024,29,min
651,46.8,6.0,TiZn,1552,30,min
652,53.9,52.0,TiZn,1836,30,max
653,54.325,15.0,TiZn,1853,30,min
654,55.0,45.0,TiZn,1880,30,max
655,30.65,18.0,TiZn,906,31,min
656,31.85,67.0,TiZn,954,31,max
657,45.4,7.0,TiZn,1496,31,min
658,54.925,843.0,TiZn,1877,31,max
659,39.275,4.0,Ti,971,32,min
660,54.575,200.0,Ti,1583,32,max
661,55.0,27.0,Ti,1600,32,min
662,8.475,9.0,Ti,9,33,min
663,8.825,25.0,Ti,16,33,max
664,9.475,9.0,Ti,29,33,min
665,10.925,21.0,Ti,58,33,max
666,13.025,2.0,Ti,100,33,min
667,13.225,18.0,Ti,104,33,max
668,13.975,5.0,Ti,119,33,min
669,14.725,17.0,Ti,134,33,max
670,14.925,3.0,Ti,138,33,min
671,15.575,15.0,Ti,151,33,max
672,15.775,4.0,Ti,155,33,min
673,16.925,15.0,Ti,178,33,max
674,18.975,2.0,Ti,219,33,min
675,19.125,11.0,Ti,222,33,max
676,21.075,3.0,Ti,261,33,min
677,21.475,12.0,Ti,269,33,max
678,21.875,1.0,Ti,277,33,min
679,22.425,9.0,Ti,288,33,max
680,22.575,4.0,Ti,291,33,min
681,23.075,12.0,Ti,301,33,max
682,23.475,3.0,Ti,309,33,min
683,25.325,15.0,Ti,346,33,max
684,25.525,11.0,Ti,350,33,min
685,25.775,155.0,Ti,355,33,max
686,27.175,3.0,Ti,383,33,min
687,28.025,34.0,Ti,400,33,max
688,28.425,4.0,Ti,408,33,min
689,29.175,8.0,Ti,423,33,max
690,29.925,1.0,Ti,438,33,min
691,30.175,7.0,Ti,443,33,max
692,30.575,3.0,Ti,451,33,min
693,31.125,8.0,Ti,462,33,max
694,31.425,5.0,Ti,468,33,min
695,32.125,84.0,Ti,482,33,max
696,32.575,5.0,Ti,491,33,min
697,32.925,17.0,Ti,498,33,max
698,33.475,2.0,Ti,509,33,min
699,34.025,35.0,Ti,520,33,max
700,34.475,2.0,Ti,529,33,min
701,35.225,18.0,Ti,544,33,max
702,35.675,3.0,Ti,553,33,min
703,36.525,14.0,Ti,570,33,max
704,36.675,4.0,Ti,573,33,min
705,38.425,48.0,Ti,608,33,max
706,39.025,6.0,Ti,620,33,min
707,39.325,18.0,Ti,626,33,max
708,39.725,10.0,Ti,634,33,min
709,40.125,74.0,Ti,642,33,max
710,40.575,1.0,Ti,651,33,min
711,40.925,11.0,Ti,658,33,max
712,42.275,1.0,Ti,685,33,min
713,42.825,11.0,Ti,696,33,max
714,43.275,2.0,Ti,705,33,min
715,43.775,13.0,Ti,715,33,max
716,44.375,0.0,Ti,727,33,min
717,44.575,6.0,Ti,731,33,max
718,45.025,1.0,Ti,740,33,min
719,45.325,10.0,Ti,746,33,max
720,45.825,1.0,Ti,756,33,min
721,46.125,6.0,Ti,762,33,max
722,46.275,1.0,Ti,765,33,min
723,46.725,15.0,Ti,774,33,max
724,46.975,1.0,Ti,779,33,min
725,47.525,7.0,Ti,790,33,max
726,47.875,1.0,Ti,797,33,min
727,48.025,11.0,Ti,800,33,max
728,48.375,1.0,Ti,807,33,min
729,48.925,12.0,Ti,818,33,max
730,49.075,4.0,Ti,821,33,min
731,49.475,27.0,Ti,829,33,max
732,49.925,0.0,Ti,838,33,min
733,50.075,7.0,Ti,841,33,max
734,50.175,2.0,Ti,843,33,min
735,50.575,6.0,Ti,851,33,max
736,51.025,1.0,Ti,860,33,min
737,51.375,8.0,Ti,867,33,max
738,51.775,3.0,Ti,875,33,min
739,53.175,38.0,Ti,903,33,max
740,54.025,1.0,Ti,920,33,min
741,54.425,7.0,Ti,928,33,max
742,54.775,1.0,Ti,935,33,min
743,54.975,8.0,Ti,939,33,max
744,49.825,91.0,Ti,1397,34,min
745,30.425,12.0,Ti,897,35,min
746,31.525,59.0,Ti,941,35,max
747,32.25,22.0,Ti,970,35,min
748,32.725,51.0,Ti,989,35,max
749,38.5,7.0,Ti,1220,35,min
750,39.55,19.0,Ti,1262,35,max
751,40.825,5.0,Ti,1313,35,min
752,43.75,15.0,Ti,1430,35,max
753,45.5,5.0,Ti,1500,35,min
754,46.375,16.0,Ti,1535,35,max
755,58.825,4.0,Ti,2033,35,min
756,40.425,7.0,Ti,1297,36,min
757,54.575,219.0,Ti,1863,36,max
758,55.0,32.0,Ti,1880,36,min
759,55.425,106.0,Ti,1897,36,max
760,59.675,6.0,Ti,2067,36,min
761,17.45,50.0,Ti,378,37,min
762,28.2625,29.0,Ti,330,38,min
763,29.1375,192.0,Ti,365,38,max
764,29.9375,26.0,Ti,397,38,min
765,30.5125,183.0,Ti,420,38,max
766,31.6875,23.0,Ti,467,38,min
767,34.6625,3978.0,Ti,586,38,max
768,36.6875,57.0,Ti,667,38,min
769,37.9375,641.0,Ti,717,38,max
770,38.6875,66.0,Ti,747,38,min
771,39.7125,1617.0,Ti,788,38,max
772,41.0875,33.0,Ti,843,38,min
773,42.2375,353.0,Ti,889,38,max
774,51.1625,9.0,Ti,1246,38,min
775,62.4875,798.0,Ti,1699,38,max
776,68.5625,12.0,Ti,1942,38,min
777,70.0625,159.0,Ti,2002,38,max
778,71.0625,12.0,Ti,2042,38,min
779,73.7125,374.0,Ti,2148,38,max
780,74.7875,22.0,Ti,2191,38,min
781,76.9375,887.0,Ti,2277,38,max
782,78.7625,13.0,Ti,2350,38,min
783,23.3125,349.0,Ti,132,39,min
784,25.2375,15740.0,Ti,209,39,max
785,32.0375,211.0,Ti,481,39,min
786,35.0625,4495.0,Ti,602,39,max
787,36.2625,388.0,Ti,650,39,min
788,38.3875,15248.0,Ti,735,39,max
789,39.1875,768.0,Ti,767,39,min
790,40.1125,25149.0,Ti,804,39,max
791,45.7125,140.0,Ti,1028,39,min
792,47.9875,4635.0,Ti,1119,39,max
793,50.9125,126.0,Ti,1236,39,min
794,52.9625,3744.0,Ti,1318,39,max
795,54.5625,453.0,Ti,1382,39,min
796,55.0625,1469.0,Ti,1402,39,max
797,57.8875,118.0,Ti,1515,39,min
798,62.8875,2380.0,Ti,1715,39,max
799,67.4375,123.0,Ti,1897,39,min
800,70.6375,3750.0,Ti,2025,39,max
801,71.6625,178.0,Ti,2066,39,min
802,22.4335,341.0,Ti,97,40,min
803,25.2585,13717.0,Ti,210,40,max
804,32.1085,214.0,Ti,484,40,min
805,35.0085,4607.0,Ti,600,40,max
806,36.1585,386.0,Ti,646,40,min
807,38.3585,14541.0,Ti,734,40,max
808,39.1335,767.0,Ti,765,40,min
809,40.1335,27603.0,Ti,805,40,max
810,46.0085,143.0,Ti,1040,40,min
811,48.0085,4312.0,Ti,1120,40,max
812,50.4835,130.0,Ti,1219,40,min
813,52.9335,3987.0,Ti,1317,40,max
814,58.0835,109.0,Ti,1523,40,min
815,62.9085,2397.0,Ti,1716,40,max
816,66.1585,122.0,Ti,1846,40,min
817,70.6335,3664.0,Ti,2025,40,max
818,73.1335,133.0,Ti,2125,40,min
819,76.2085,2790.0,Ti,2248,40,max
820,76.8585,623.0,Ti,2274,40,min
821,77.3585,2035.0,Ti,2294,40,max
822,79.4085,108.0,Ti,2376,40,min
823,82.2835,1697.0,Ti,2491,40,max
824,88.6085,67.0,Ti,2744,40,min
825,31.2625,37.0,Ti,450,41,min
826,35.0375,2221.0,Ti,601,41,max
827,35.8375,47.0,Ti,633,41,min
828,38.2875,824.0,Ti,731,41,max
829,39.1875,71.0,Ti,767,41,min
830,40.1125,2195.0,Ti,804,41,max
831,41.1375,55.0,Ti,845,41,min
832,42.4125,1344.0,Ti,896,41,max
833,49.9625,15.0,Ti,1198,41,min
834,52.9625,199.0,Ti,1318,41,max
835,53.8375,10.0,Ti,1353,41,min
836,62.8625,764.0,Ti,1714,41,max
837,65.3875,10.0,Ti,1815,41,min
838,70.5375,147.0,Ti,2021,41,max
839,72.5125,14.0,Ti,2100,41,min
840,74.1125,266.0,Ti,2164,41,max
841,75.3875,22.0,Ti,2215,41,min
842,76.1375,220.0,Ti,2245,41,max
843,76.6125,67.0,Ti,2264,41,min
844,77.2375,723.0,Ti,2289,41,max
845,79.0125,13.0,Ti,2360,41,min
846,31.0875,31.0,Ti,443,42,min
847,35.0375,2365.0,Ti,601,42,max
848,35.8625,47.0,Ti,634,42,min
849,38.3375,717.0,Ti,733,42,max
850,38.9375,57.0,Ti,757,42,min
851,40.0625,2542.0,Ti,802,42,max
852,41.3125,41.0,Ti,852,42,min
853,42.3625,337.0,Ti,894,42,max
854,47.4875,10.0,Ti,1099,42,min
855,52.9375,203.0,Ti,1317,42,max
856,59.5375,11.0,Ti,1581,42,min
857,62.8875,863.0,Ti,1715,42,max
858,65.5125,8.0,Ti,1820,42,min
859,70.5375,163.0,Ti,2021,42,max
860,71.9375,15.0,Ti,2077,42,min
861,74.0625,337.0,Ti,2162,42,max
862,75.2875,22.0,Ti,2211,42,min
863,76.2125,285.0,Ti,2248,42,max
864,76.7375,68.0,Ti,2269,42,min
865,77.3625,815.0,Ti,2294,42,max
866,84.1625,5.0,Ti,2566,42,min
867,31.2625,32.0,Ti,450,43,min
868,35.0375,2189.0,Ti,601,43,max
869,36.0125,40.0,Ti,640,43,min
870,38.3375,670.0,Ti,733,43,max
871,39.1375,62.0,Ti,765,43,min
872,40.0875,2155.0,Ti,803,43,max
873,41.0625,44.0,Ti,842,43,min
874,42.3375,1408.0,Ti,893,43,max
875,49.2125,12.0,Ti,1168,43,min
876,52.9375,179.0,Ti,1317,43,max
877,59.3875,10.0,Ti,1575,43,min
878,62.8875,863.0,Ti,1715,43,max
879,67.1125,7.0,Ti,1884,43,min
880,70.5625,155.0,Ti,2022,43,max
881,71.3125,13.0,Ti,2052,43,min
882,74.1375,374.0,Ti,2165,43,max
883,74.9625,25.0,Ti,2198,43,min
884,76.0875,240.0,Ti,2243,43,max
885,76.8125,84.0,Ti,2272,43,min
886,77.2875,801.0,Ti,2291,43,max
887,79.2375,9.0,Ti,2369,43,min
888,31.7625,26.0,Ti,470,44,min
889,35.0125,2136.0,Ti,600,44,max
890,35.7875,67.0,Ti,631,44,min
891,36.7625,1078.0,Ti,670,44,max
892,37.5875,100.0,Ti,703,44,min
893,38.3125,743.0,Ti,732,44,max
894,39.0875,77.0,Ti,763,44,min
895,40.1125,2101.0,Ti,804,44,max
896,41.4125,44.0,Ti,856,44,min
897,42.6375,377.0,Ti,905,44,max
898,48.8375,10.0,Ti,1153,44,min
899,52.9625,166.0,Ti,1318,44,max
900,54.8625,6.0,Ti,1394,44,min
901,62.8125,863.0,Ti,1712,44,max
902,68.9625,6.0,Ti,1958,44,min
903,70.5875,127.0,Ti,2023,44,max
904,72.1625,14.0,Ti,2086,44,min
905,74.0375,327.0,Ti,2161,44,max
906,75.1875,18.0,Ti,2207,44,min
907,76.1375,207.0,Ti,2245,44,max
908,76.6125,58.0,Ti,2264,44,min
909,77.2625,682.0,Ti,2290,44,max
910,79.7375,11.0,Ti,2389,44,min
911,30.5875,26.0,Ti,423,45,min
912,34.9875,2200.0,Ti,599,45,max
913,35.8125,59.0,Ti,632,45,min
914,38.3375,847.0,Ti,733,45,max
915,38.8125,127.0,Ti,752,45,min
916,40.0875,2635.0,Ti,803,45,max
917,41.3625,38.0,Ti,854,45,min
918,42.8625,706.0,Ti,914,45,max
919,47.0375,11.0,Ti,1081,45,min
920,52.9375,217.0,Ti,1317,45,max
921,54.6875,10.0,Ti,1387,45,min
922,62.8625,760.0,Ti,1714,45,max
923,64.9625,9.0,Ti,1798,45,min
924,70.5875,179.0,Ti,2023,45,max
925,72.8625,12.0,Ti,2114,45,min
926,74.0625,274.0,Ti,2162,45,max
927,75.1125,38.0,Ti,2204,45,min
928,76.1375,253.0,Ti,2245,45,max
929,76.7875,82.0,Ti,2271,45,min
930,77.2625,812.0,Ti,2290,45,max
931,88.3375,5.0,Ti,2733,45,min
932,32.2125,1.0,Ti,88,46,min
933,34.9625,556.0,Ti,198,46,max
934,35.8875,7.0,Ti,235,46,min
935,38.3625,143.0,Ti,334,46,max
936,38.8625,18.0,Ti,354,46,min
937,40.0875,1027.0,Ti,403,46,max
938,41.5625,4.0,Ti,462,46,min
939,43.0125,185.0,Ti,520,46,max
940,44.8375,0.0,Ti,593,46,min
941,52.8875,116.0,Ti,915,46,max
942,56.7125,4.0,Ti,1068,46,min
943,62.8875,604.0,Ti,1315,46,max
944,66.7625,4.0,Ti,1470,46,min
945,70.6125,116.0,Ti,1624,46,max
946,72.0625,4.0,Ti,1682,46,min
947,73.9625,221.0,Ti,1758,46,max
948,75.6625,31.0,Ti,1826,46,min
949,76.1625,176.0,Ti,1846,46,max
950,76.6125,61.0,Ti,1864,46,min
951,77.2375,691.0,Ti,1889,46,max
952,79.3375,8.0,Ti,1973,46,min
953,30.0875,20.0,Ti,3,47,min
954,35.0125,1715.0,Ti,200,47,max
955,35.7625,54.0,Ti,230,47,min
956,38.2625,904.0,Ti,330,47,max
957,38.8375,130.0,Ti,353,47,min
958,40.0875,2777.0,Ti,403,47,max
959,41.4375,42.0,Ti,457,47,min
960,42.2625,461.0,Ti,490,47,max
961,46.1125,9.0,Ti,644,47,min
962,52.9875,274.0,Ti,919,47,max
963,54.5875,8.0,Ti,983,47,min
964,62.7875,764.0,Ti,1311,47,max
965,66.1375,7.0,Ti,1445,47,min
966,70.5125,222.0,Ti,1620,47,max
967,71.6125,17.0,Ti,1664,47,min
968,73.9625,240.0,Ti,1758,47,max
969,74.9875,29.0,Ti,1799,47,min
970,76.0625,300.0,Ti,1842,47,max
971,76.6875,103.0,Ti,1867,47,min
972,77.2375,645.0,Ti,1889,47,max
973,79.4625,14.0,Ti,1978,47,min
974,32.6625,18.0,Ti,106,48,min
975,34.9875,2170.0,Ti,199,48,max
976,36.1375,29.0,Ti,245,48,min
977,38.3375,978.0,Ti,333,48,max
978,38.9625,115.0,Ti,358,48,min
979,40.0625,2667.0,Ti,402,48,max
980,41.8375,26.0,Ti,473,48,min
981,42.8875,1018.0,Ti,515,48,max
982,45.5125,9.0,Ti,620,48,min
983,52.9125,262.0,Ti,916,48,max
984,59.1625,8.0,Ti,1166,48,min
985,62.8375,776.0,Ti,1313,48,max
986,64.8875,8.0,Ti,1395,48,min
987,70.6125,232.0,Ti,1624,48,max
988,72.4625,10.0,Ti,1698,48,min
989,74.0375,269.0,Ti,1761,48,max
990,75.1625,47.0,Ti,1806,48,min
991,76.0625,253.0,Ti,1842,48,max
992,76.6875,86.0,Ti,1867,48,min
993,77.1875,752.0,Ti,1887,48,max
994,79.5125,15.0,Ti,1980,48,min
995,30.3375,18.0,Ti,13,49,min
996,34.9875,2607.0,Ti,199,49,max
997,36.1125,46.0,Ti,244,49,min
998,38.3125,1164.0,Ti,332,49,max
999,38.9875,147.0,Ti,359,49,min
1000,40.0625,3163.0,Ti,402,49,max
1001,47.1625,8.0,Ti,686,49,min
1002,52.9125,278.0,Ti,916,49,max
1003,55.1125,5.0,Ti,1004,49,min
1004,62.8375,887.0,Ti,1313,49,max
1005,66.2875,7.0,Ti,1451,49,min
1006,70.5375,204.0,Ti,1621,49,max
1007,72.1625,12.0,Ti,1686,49,min
1008,73.9875,276.0,Ti,1759,49,max
1009,74.8375,26.0,Ti,1793,49,min
1010,77.1875,779.0,Ti,1887,49,max
1011,78.5125,11.0,Ti,1940,49,min
1012,33.4625,48.0,Ti,538,50,min
1013,35.0375,1717.0,Ti,601,50,max
1014,36.0125,70.0,Ti,640,50,min
1015,36.9375,352.0,Ti,677,50,max
1016,37.5875,128.0,Ti,703,50,min
1017,38.3625,721.0,Ti,734,50,max
1018,38.9625,98.0,Ti,758,50,min
1019,40.1125,2018.0,Ti,804,50,max
1020,41.5875,51.0,Ti,863,50,min
1021,42.9375,837.0,Ti,917,50,max
1022,48.1375,12.0,Ti,1125,50,min
1023,52.9125,207.0,Ti,1316,50,max
1024,55.9625,13.0,Ti,1438,50,min
1025,62.8875,823.0,Ti,1715,50,max
1026,66.5625,10.0,Ti,1862,50,min
1027,70.6375,172.0,Ti,2025,50,max
1028,71.7125,18.0,Ti,2068,50,min
1029,74.0625,232.0,Ti,2162,50,max
1030,75.5625,45.0,Ti,2222,50,min
1031,76.0875,262.0,Ti,2243,50,max
1032,76.7125,58.0,Ti,2268,50,min
1033,77.3125,734.0,Ti,2292,50,max
1034,79.7375,17.0,Ti,2389,50,min
1035,29.8375,19.0,Ti,393,51,min
1036,34.6625,2829.0,Ti,586,51,max
1037,35.8375,39.0,Ti,633,51,min
1038,37.9625,900.0,Ti,718,51,max
1039,38.7625,71.0,Ti,750,51,min
1040,39.7125,3607.0,Ti,788,51,max
1041,47.6625,9.0,Ti,1106,51,min
1042,52.5875,232.0,Ti,1303,51,max
1043,54.6875,8.0,Ti,1387,51,min
1044,62.5625,849.0,Ti,1702,51,max
1045,64.4375,6.0,Ti,1777,51,min
1046,70.2125,196.0,Ti,2008,51,max
1047,70.9875,13.0,Ti,2039,51,min
1048,73.6875,320.0,Ti,2147,51,max
1049,74.5625,20.0,Ti,2182,51,min
1050,75.7375,288.0,Ti,2229,51,max
1051,76.3125,91.0,Ti,2252,51,min
1052,76.9375,1042.0,Ti,2277,51,max
1053,79.6625,9.0,Ti,2386,51,min
